date,message
2022-07-22,"Харьков под обстрелом РСЗО.  Пройдите в укрытия.  23:39 Отбой. Над Одессой сработало ПВО. Был сбит вражеский дрон. Авиация в небе наша.  Силы ЗСУ нанесли удар по палаточному городку российских войск вблизи Запорожской АЭС  Уничтожены: - авто с зенитными установками; - БМ-21 «Град».  Трое российских военных погибли. 12 получили ранения.   Главное управление разведки Информация про котёл в Высокополье, которую вы могли видеть, не соответствует действительности на данный момент. Населенный пункт в окружение не взят.  Вероятность запуска ракет из акватории Черного моря.  03:04 Отбой Харьков под обстрелом ракет Искандер из Белгородской области.  Пройдите в укрытия.  Зафиксированные потери техники рф за 21.07.22  1х неопознанное средство передвижения — уничтожен; 3х Гвоздика 2С1 152мм — уничтожены.   Также нанесены удары по местам расположения личного состава и складам вооружения ВС рф за 21.07.22:  Бериславский район, Херсонская область. — склад БК. Скадовск, Херсонская область. — база. Чернобаевка, Херсонская область.— склад БК. Донецк— склад БК. Ясиноватая, Донецкая область.— склад БК.   Oryx / zsuwar  втрати_рф Угроза обстрела Никополя из РСЗО с Южного берега Каховского водохранилища.  Пройдите в укрытия."
2022-07-23," Зафиксированные потери техники рф за 23.07.22  1х Т-64А — уничтожен; 3х Т-64БВ — уничтожены; 2х Т-72Б3 — уничтожены; 2х Т-72Б3 (2016) — уничтожены; 1х неопознанный танк — уничтожен; 2х БРМ-1К — уничтожены; 1х БРДМ-2 — уничтожен; 2х МТ-ЛБ — уничтожена; 1х БТР-80 или БТР-82А — уничтожен; 4х неопознанное транспортное средство — уничтожены; 1х БМП-1 (захвачен) Зх БМП-2 1х уничтожен, 2х захвачены; 1х БТР-82А — уничтожен; 1х БТР-80 — уничтожен; 1х БТР-70 — уничтожен; 1х УАЗ Патриот — уничтожен;  Всего: 27   Также нанесены удары по местам расположения личного состава и складам вооружения ВС рф за 23.07.22:  Кадиевка, Луганская область — база+склад БК; Донецк — склад БК; Макеевка, Донецкая область — склад БК; Таврийск, Херсонская область — база; Горловка, Донецкая область — Склад БК + база.   Oryx / zsuwar  втрати_рф  Восточные области — воздушная тревога.  Пройдите в укрытия.  21:37 Отбой. Отбой тревоги по областям.  В Николаеве взрывы. Одесса и область не покидайте укрытия до окончания воздушной тревоги.  Над морем вражеская авиация. Вторая ракета в направлении Одессы.  UPD. Направление изменено на Николаев Направление ракеты в сторону Затоки.  UPD. Направление изменено на Николаев  Вероятность запуска ракет из акватории Черного моря.  Восточные области — воздушная тревога.  Пройдите в укрытия.  Ракетный удар по Одессе 23.07.22  Враг атаковал Одесский морской торговый порт крылатыми ракетами типа ""Калибр"" 2 ракеты сбиты силами противовоздушной обороны.   2 попали в объекты инфраструктуры порта. — ОК ""Юг""  ракетні_удари Часть ракет была сбита ПВО. Также есть попадания. Повторный запуск ракет, Одесса. Одесская область — пройдите в укрытия. Запуск ракет Калибр флотом в этом направлении  Вероятность запуска ракет из акватории Черного моря. Отбой тревог по областям.  Запись радиограмм бортов 38048 и 37942. Вероятно это удары по Кропивницкому. Запуск ракет бортом 37942.  Звуки взрывов в Кропивницком. Тревоги во всех областях, кроме западных. Будьте в укрытиях.  UPD. Во всех областях.  Взрывы в Николаеве вызваны запусками ракет наземного базирования из Херсона.  Вероятность запуска ракет из акватории Черного моря. Харьковская область — запуск ракет ОТРК ""Искандер"" из Белгородской области. Сбитие силами авиации. Затока и Беляевка — в укрытия.  02:46 Отбой Одесская область — пройдите в укрытия. Пуски крылатых ракет в  этом направлении. Вероятность запуска ракет стратегической авиацией. Восточные области — угроза обстрела ОТРК, РСЗО и минометными системами.  Никополь под обстрелом РСЗО.  Сводка по ударам по местам расположения личного состава и складам вооружения ВС рф за 22.07.22:  Донецк, Киевский район — склад БК. Донецк, Ворошиловский район — склад БК. Славяносербский район, Луганская область — склад БК. Чернобаевка — база. Горловка — склад БК.    zsuwar  втрати_рф"
2022-07-24,"Вероятность запуска ракет стратегической авиацией в режиме радиомолчания.  Пройдите в укрытия, если в вашей области объявлена тревога.  23:46 Отбой.  Сообщают о звуках взрывов в Днепре. Возможно ПВО. Угроза обстрела Никополя из РСЗО с Южного берега Каховского водохранилища.  Пройдите в укрытия.  Сообщают о звуках взрывов в Харькове.  Уничтоженная ЗСУ батарея ЗРК С-300 в Херсонской области. Ими в том числе обстреливают Николаев и область.  46.299850 32.389410  Вероятность запуска ракет из акватории Черного моря. Ракетный утренний удар по Хмельницкой области 24.07.22  Около 9:00 российские войска нанесли ракетный удар по Хмельницкой области из акватории Черного моря.  Три крылатых ракеты морского базирования типа ""Калибр"" были сбиты силами противовоздушной обороны воздушного командования ""Запад"".  ракетні_удари  Результат точной работы по мосту в Новой Каховке сегодня утром.  Часть ракет сбита ПВО.  Оставайтесь в укрытиях до отмены сигналы воздушной тревоги.  Звуки взрывов в Хмельницкой области.  09:06 Повторные взрывы.  Вероятность запуска ракет из акватории Черного моря.  Запуск ракет ""Калибр"" флотом.  Вероятность запуска ракет из акватории Черного моря.  05:07 Отбой. Херсонская область, орки получили ответку за обстрел Николаева.  Сообщают о взрывах в Николаеве.  Оставайтесь в укрытиях. Харьковская область под обстрелом ракет ОТРК Искандер из Белгородской области рф.  Пройдите в укрытия."
2022-07-25,"Харьковская область — угроза обстрела РСЗО/ОТРК.  Одесса и Одесская область — в укрытия.  Запуск ракет ""Калибр"" ракетным катером у берегов Севастополя.  Вероятность запуска ракет из акватории Черного моря.  Взрыв в Николаеве.  Запуски ракет в сторону Баштанки, Николаевской области, авиацией. UPD. Пролёт.  Оставайтесь в укрытиях до окончания тревоги.  Взрывы в Харькове. Запуск ракет ""Калибр"" из акватории Чёрного моря.  Вероятность запуска ракет из акватории Черного моря.  Вероятность запуска ракет из акватории Черного моря. Харьков под обстрелом ОТРК ""Искандер"" из Белгородской области рф.  Запущенно 12 ракет.  Пройдите в укрытия. Николаев и область под обстрелом ОТРК/РСЗО из Херсона.  Вероятность запуска ракет Калибр флотом из акватории Черного моря.  Зафиксированные потери техники рф за 24.07.22  1х Т-72А — уничтожен; 2Х Т-80БВМ — уничтожен; 2Х неопознанных танка — уничтожены; 1х МТ-ЛБ  — уничтожен; 3х БМП-2 — уничтожен; 1Х БМП-3 — уничтожен; 1Х Р-149АКШ-1 командно-штабная машина — уничтожена; 1х Акация 2С3(М) 152мм — захвачена; 1х БПЛА ZALA 421-16Е2 - захвачен; 2х С-300 — уничтожен; 1х Катер проекта 03160 ""Раптор"" — уничтожен; 1х Урал-4320 — уничтожен; 1х КамАЗ  — уничтожен;  Всего : 18   Также нанесены удары по местам расположения личного состава и складам вооружения ВС рф за 24.07.22:  Хрустальный (Красный Луч), Луганская область — база; Снигирёвский район, Николаевская область — склад БК; Пологовский район, Запорожская область — база; Лисичанск — командный пункт; Мелитопольский район, Запорожье — ж\д узел и аэродром; Скадовский район, Херсонская область — 2 базы; Таврийск, Херсонская область — (уточняется); Святотроицкое, Запорожье — база.  Всего: 1 склад БК, 5 баз, 1 КП.   Oryx / zsuwar  втрати_рф"
2022-07-26," Активность стратегической авиации рф.   23:23 — Взлёт борта 94121; — Взлёт борта 94122; — Взлёт борта 95955;  Информация о статусе полёта обновляется в этом посте. О возможных запусках ракет сообщим отдельно. Внимание, по приграничным (Молдова) населенным пунктам Одесской области возможны ракетные удары в ближайшее время (сутки или несколько).  Просьба, не игнорировать сигналы воздушной тревоги.  Вероятность запуска ракет из акватории Черного моря.  13:16 Отбой  Вероятность запуска ракет из акватории Черного моря.  12:00 Отбой.  Ракетный удар по Одесской и Николаевской областям 26.07.22   По югу Украины нанесен массированный ракетный удар, в том числе с применением авиации из акватории Черного моря.  Выпущено несколько ракет воздушного базирования.  В Одесской области есть попадание в частные здания прибрежных сел с последующим возгоранием.  На местах работают спасатели. Предварительно пострадавших нет.  В Николаевской области атакована портовая инфраструктура.  В то же время, по Николаевскому району нанесен удар и ЗРК С-300 с временно оккупированной Херсонской области. Есть попадание в авторынок, другие открытые территории пригорода. Информация о масштабах разрушений и пострадавших уточняется.   ОК ""Юг""  ракетні_удари  Отбой по областям. Ожидайте официальный отчёт. Если в вашем регионе объявлена воздушная тревога, будьте в укрытии. Возможны повторные запуски. На данный момент известно, что  запускали ракеты не менее 6 бортов Ту-22м3. Количество запущенных ракет могло быть от 6 до 18 ед. Часть сбита ПВО. Места прилётов и позывные не публикуем в целях безопасности. Запуск ракет бортом 37992. Запуск ракет бортом 38043 . Запуск ракет бортом 20844. Повторный запуск. Юг Одесской области. Запуск ракет бортом 38048.  Одесская, Николаевская области — будьте в укрытии.  Активность᠌ стратегической᠌ авиации᠌ рф.᠌ Вероятны᠌ тревоги᠌ по᠌ стране᠌ в᠌ течение᠌ следующих᠌ 3-4 часов.᠌ ᠌᠌   — 03:16 Взлёт борта 38048;  Информация о статусе полёта обновляется в этом посте. О возможных запусках ракет сообщим отдельно.  Ликвидирован склад ГСМ противника в г. Донецк Угроза обстрела Никополя из РСЗО с Южного берега Каховского водохранилища.  Пройдите в укрытия. Сводка по ударам в места расположения личного состава и складам вооружения ВС рф за 25.07.22:  Донецк — склад БК; Снигиревский район — склад БК; Бердянск — база; Херсон — информация требует уточнения.  Всего: 2 склада БК, 1 база.    zsuwar  втрати_рф"
2022-07-27," Сообщают в взрывах в Николаеве.  Видео с последствиями удара ЗСУ по Антоновскому мосту в Херсоне. Предварительно, ж/д-мост через Днепр также повреждён. 04:00 Харьковская область — угроза обстрела РСЗО/ОТРК. 02:03 Сообщают о взрывах в Николаеве.  Обстрел ведётся с помощью РСЗО/ЗРК с оккупированной  территории Херсонской области.  04:14 Отбой.  Видео с попаданиями HIMARS-ов по Антоновскому мосту, через Днепр в Херсоне. Результаты стоит ждать утром.   Источник"
2022-07-28," Сообщают о звуках взрывов в Николаеве.  20:45 Отбой.  Сводка по ракетным ударам 28.07.22  Около 04:30 по Николаеву было запущено 10 ракет из ЗРК С-300. — Повреждена школа, частное предприятие и складские помещения. — Ранен один человек.  Около 05:00 ЧФ рф были запущены 6 ракет ""Калибр"" из акватории Черного моря в направлении Киевской области. — 1 ракета была сбита силами ПВО. — Есть информация о попадания на территории в\ч в Лютеже. — Разрушено одно здание, два повреждены.  С 5:25 по 6:30 со стороны Беларуси в Киевском и Черниговском направлениях были нанесены ракетные удары: — ОТРК ""Искандер""/ЗРК С-300 — 4 бортами Ту-22м3 стратегической авиации рф.  Всего насчитано от 20 до 25 запусков. Известно о 9 ракетах, попавших в н.п. Гончаровское, Черниговской области. Данные о пострадавших уточняются.  В 12:22 по Кропивницкому нанесён удар  двумя ракетами ""Калибр"" из акватории Черного моря. — Удар был совершён по лётной академии. — Сообщается о 26 раненых.  ракетні_удари  Вероятность запуска ракет из акватории Черного моря.  Если в вашей области объявлена тревога — пройдите в укрытие.  18:23 Отбой. 06:54 Отбой по областям. Сообщают о 9 попаданиях в Черниговской области. Часть ракет сбита силами ПВО. 06:10 Зябровка. Запуск ещё двух ракет. 06:13 Зябровка. Запуск ещё одной ракеты. 06:16 Зябровка. Запуск ещё двух ракет. 06:18 Зябровка. Запуск ещё двух ракет. 06:21 Зябровка. Запуск ещё двух ракет. 06:23 Зябровка. Запуск ещё одной ракеты. 06:25 Зябровка. Запуск ещё одной ракеты. 06:27 Зябровка. Запуск ещё одной ракеты. 06:29 Зябровка. Запуск ещё одной ракеты.   Беларускі Гаюн 06:13 Отбой по областям. Ожидайте официальный отчёт.  ""Сегодня утром враг нанес ракетный удар по одной из громад Вышгородского района"", — глава Киевской ОВА Кулеба  Обстрелян объект инфраструктуры. Информация о жертвах уточняется. На месте уже работают все экстренные службы. Запуск ракет бортом 94571. Запуск ракет бортом 40362. Запуск ракет бортом 38046. Запуск ракет бортом 38048. Если в вашем регионе объявлена воздушная тревога, будьте в укрытии.  Возможны повторные запуски. 05:18 Отбой по областям. Ожидайте официальный отчёт.  Сообщают о взрывах в Киевской области и сбитиях ПВО.  Сообщают о взрывах в Николаеве.  Воздушная тревога по всей стране.  Оставайтесь в укрытиях. Вероятность запуска ракет стратегической авиацией в режиме радиомолчания.  Пройдите в укрытия, если в вашей области объявлена тревога. Угроза обстрела Никополя из РСЗО с Южного берега Каховского водохранилища.  Пройдите в укрытия. Сводка по ударам в места расположения личного состава и складам вооружения ВС рф за 27.07.22:  Бериславский район, Херсонская область — склад БК; Чернобаевка, Херсонская область — склад БК; Донецк — база; Чернянка, Херсонская область — база; Горловка, Донецкая область — база + склад БК; Алчевский район, Луганская область — база.  Всего: 3 склада БК; 4 базы.    zsuwar  втрати_рф Харьков под обстрелом ЗРК С-300 из Белгородской области рф.  Запущено 5 ракет. В городе сообщают о взрывах.  Пройдите в укрытия."
2022-07-29,"Сводка по ударам в места расположения личного состава и складам вооружения ВС рф за 29.07.22:  Генический район — склад БК; Херсонский район — склад БК; Каховский район — склад БК; Бериславский район — склад БК; Иловайск, Доненцкая область — склад БК; Новая Каховка (район), Херсонская область — 2 удара в районе ГЭС + база; Чернобаевка (район) — база + склад БК; Олешки (район), Херсонская область — склад БК; Бриловка, Херсонская область — склад БК; Сватово, Луганская область — база; Донецк — склад БК; Брянка, Луганская область — склад БК + база; Ясиноватая, Донецкая область — склад БК; Васильевский район, Запорожская область — склад БК.  Всего: 12 складов БК и 4 базы    zsuwar  втрати_рф Запуск ракет из Белгородской области в сторону Харьковской области.  Силами ЗСУ нанесен точный удар по железнодорожному полотну на станции Камыш-Заря, Запорожской области.   Также сообщается о ещё двух повреждениях ж/д-путей в Запорожской области.  Нарушения логистических маршрутов должны вызвать проблемы с переброской техники и вооружения.  З портів Одещини до кінця тижня можуть почати виходити кораблі з зерном. Нині Україна очікує підтвердження від ООН щодо запропонованого коридору, яким рухатимуться судна у Чорному морі в напрямку Босфору. Сообщения оккупантов об ударе MLRS HIMARS по СИЗО в Еленовке не соответствуют действительности. Этот и теракты такого рода совершаются российскими войсками с целью сокрытия пыток украинских пленных и военных преступлений.  UPD. Заявление Генштаба Один из районов Николаева обстреляли кассетными снарядами.  Есть пострадавшие. На место выехали скорые. Харьковская область — угроза обстрела РСЗО/ОТРК.  Запущено 9 ракет.  Детонация склада БК в Херсонской области.  Вероятность запуска ракет из акватории Черного моря.  02:52 Отбой. Взрывы в Новой Каховке и Иловайске.  Зафиксированные потери техники рф за 28.07.22  1х Т-80БВ — уничтожен; 1х Т-80БВМ — выведен из строя; 1х неопозананный танк — выведен из строя; 1х МТ-ЛБ— уничтожена; 1х БМП-2 — уничтожен; 1х БМП1/2 — уничтожен; 1х БТР-82А — уничтожен; 1х Орлан-10 — уничтожен; 1х неопозанное средство передвижения — уничтожено;  Всего: 9   Также нанесены удары по местам расположения личного состава и складам вооружения ВС рф за 28.07.22:  Донецк, Киевский район — склад БК + ГСМ; Донецк, Куйбышевский район — склад БК; Чернобаевка, Херсонская область — база; Донецк, Киевский район — склад БК; Чернобаевка, Херсонская область — склад БК.  Всего: 4 склада БК, 1 база.   Oryx / zsuwar  втрати_рф"
2022-07-30," Взрывы в Николаевской области.  09:50 Отбой по областям. Тревога на территории всей страны.  Вероятно запуски ракет х-101 с Ту-95мс из района Каспийского моря.  UPD. Миг-31. Вероятность запуска ракет стратегической авиацией в режиме радиомолчания.  Пройдите в укрытия, если в вашей области объявлена тревога.  Удар РСЗО по Никополю ночью 30.07.22  Оккупанты обстреляли Никопольский район из РСЗО ""Град"". Было запущено до 80 снарядов. — Уничтожен 1 частный дом, повреждено 15. — Повреждены местные предприятия и линия электропередачи. — На месте работают службы, пострадавших нет.   Глава Днепропетровской ОВА  Во временно оккупированном Энергодаре вспыхнул пожар в гостинице, где поселились российские военные. В результате возгорания сдетонировали боеприпасы, которые россияне привезли с собой.   Центр стратегических коммуникаций  Ракетный удар по Харькову ночью 30.07.22  Ночью 30 июля рф обстреляла Харьков ракетами дважды: четыре взрыва прогремели около 02:30, еще один взрыв - в 03:59.  По данным мэра Харькова Игоря Терехова, оккупанты попали в учебное заведение в Слободском районе во время первого ракетного обстрела: в заведении произошел пожар, спасатели работают на месте. По состоянию на 04:30, информации о раненых нет. Место второго попадания устанавливают.  ракетні_удари  Сообщают о взрывах в оккупированной Кадиевке (Стаханов). Запуск ракет из Белгородской области в сторону Харьковской области.  Сообщают о 4 взрывах в городе.  Взрывы в Николаеве снова.  Будьте в укрытиях. Енергодар зараз. Попередньо ракетний удар у готель, де проживали рашисти. Фотографія з енергодарського чату.  Взрывы в Николаеве.   Будьте в укрытиях.  В Новой Каховке попадание в склад БК."
2022-07-31,"ℹ Касательно ""запуска ракет не было"": — РЛС фиксируют пролёт ракет только начиная с определённой высоты. Крылатые ракеты, в частности ""Калибр"", могут лететь ниже зоны обнаружения, соответственно на РЛС пролёт ракет может не отображаться.  Наши источники, это не ""знакомый из ВСУ прочитал в чате"" — Тревога по всей стране продолжительностью в час это однозначно свидетельство ""отсутствия запусков"". — Поднятая авиация в нескольких регионах страны, включая Киевскую область — тоже. — Не каждый запуск ракет из любого направления заканчивается ""прилётами"" в город.  Мирного неба  22:40 Отбой по областям. Воздушная тревога на западе Украины. Запуск 8 ракет ""Калибр"" из акватории Черного моря.  Вероятность запуска ракет из акватории Черного моря.  Не игнорируйте сигналы воздушной тревоги, пройдите в укрытия.  Тезисно по ситуации в Сербии и Косово:    — Пограничная полиция Косово заблокировала мост, ведущий в Сербию из Митровицы.  — Сербия перебрасывает авиацию на аэродромы около Косово.  — Владимир Джуканович, депутат от правящей Сербской прогрессивной партии (SNS), считает, что  «Сербия может быть вынуждена участвовать в «денацификации» Балкан.»  — Президент Сербии Александр Вучич намерен выступить с экстренным обращением к нации по поводу ситуации в Косово.  Видео: Перекрытый мост в Митровице.  За ситуацией наблюдаем. ​На Херсонщині ударом HIMARS знищено ешелон із ворожою технікою та боєприпасами, ліквідовано 80 військових РФ   ""В ніч із п'ятниці на суботу, Збройні сили України високоточним ударом HIMARS знищили залізничний ешелон, що віз з окупованого росіянами Криму військову техніку та боєприпаси на Херсонщину"", - повідомив речник Одеської військової адміністрації Сергій Братчук.  Знищено поїзд з понад 40 вагонами, що прибув на залізничну станцію Брилівка, що у Херсонській області. Попередньо, втрати живої сили ворога склали - близько 80 осіб загиблих та 200 поранених.  Взрывы в Харьковской области. ℹ К вашему вопросу ""Почему тревогу объявляют после взрыва?"" Ракеты ""Оникс"" -  сверхзвуковые, с максимальной скоростью до 3182км/ч. РЛС их практически не видят, потому высокий шанс ""прилётов"" до объявления тревоги.  Взрывы в Одесской области. Вероятно запуск ракет ""Оникс"" РК ""Бастион"" с западного берега Крыма.   Будьте в укрытиях.  В Черном море наготове находятся от двух до четырех ракетных кораблей РФ.  Ракетоносители снаряжены ""Калибрами"" до 32 ед. В общей сложности возле ракетно-безопасных районов вдоль побережья Крыма маневрируют 14 кораблей ЧФ рф — ОК ""Юг""  Принимая во внимание имитацию удара дроном по штабу в Севастополе, рекомендуем не игнорировать воздушные тревоги, ввиду возможных ракетных ударов флотом.  Отчёт по Херсонскому направлению — ОК ""Юг"" / Генштаб  Наша авиация успешно атаковала опорные пункты и скопления вражеской силы и техники в Бериславском, Херсонском и Николаевском районах.  — Подтвержденные потери личного состава оккупантов 33 ед. — 2 гаубицы «Мста-Б» — Реактивная система залпового огня «Град»,  — Противотанковый ракетный комплекс, — 3 единицы бронированной и автомобильной техник — 2 склада боеприпасов в Бериславском районе.  Враг также совершал обстрелы из ствольной артиллерии и реактивных систем залпового огня в районах населенных пунктов Осокоровка, Ивановка, Токарево, Нововоронцовка, Белая Криница, Андреевка, Веселый Кут, Партизанское, Шевченково, Благодатное, Украинка, Прибужское и Днепровское.  фронт  Ракетный удар по Харькову ночью 31.07.22  Ночью 31 июля оккупанты обстреляли Харьков, в городе прозвучала серия взрывов.  «Ночные обстрелы Харькова продолжаются. Сегодня целая серия взрывов. Пока есть информация о ""прилетах"" в Немышлянский район» — Глава города Терехов.  По предварительным данным, повреждено несколько зданий.  ракетні_удари  Ракетный удар по Николаеву ночью 31.07.22  Начиная с позднего вечера по утро Николаев подвергся массированному ракетному обстрелу со стороны временно оккупированной Херсонской области. Взрывы прозвучали около часа ночи и пяти утра. Всего сообщают о более чем 20 взрывах в разных районах города. Глава города сообщает, что повреждены жилые дома и ряд объектов, есть пожары.  Про пострадавших пока нет информации.  ракетні_удари  Воздушная тревога в Николаеве. Запуск ракет С-300 из Новой Каховки в направлении Николаевской области.  Взрыв в Николаеве. Подробности позже. Харьков под обстрелом ОТРК ""Искандер"" / ЗРК С-300 из Белгородской области рф.   Пройдите в укрытия.  Обстрел Никополя из РСЗО с Южного берега Каховского водохранилища.  Взрывы в Мелитополе.  Повторные взрывы в Николаеве."
2022-08-01," Зафиксированные потери техники рф за 01.08.22  1х Т-72Б3 — уничтожен; 1х Т-72Б3 (2016) — поврежден и захвачен; 1х Т-80БВ — уничтожен; 1х неопознанный танк — уничтожен; 1х МТ-ЛБВМ — захвачена 2х неопознанных бронированных средства перемещения — уничтожены; 2х БМП-3 — уничтожен; 1х БТР-82А — уничтожен; 1х Нона-К 2Б16 120мм — захвачена; 1х Мста-Б 2А65 152мм — повреждена 1х Урал-4320 — захвачен.  Всего: 13 ед. техники   Также нанесены удары по местам расположения личного состава и складам вооружения ВС рф за 01.08.22:  Скадовск, Херсонская область — склад БК+база; Баштанский район, Николаевская область — склад БК; Бериславский район, Херсонская область — склад БК; Мелитопольский район, Запорожская область — склад БК.   Всего: 4 склада, 1 база  втрати_рф Взрывы в районе Чернобаевки. Сразу же после этого взрывы в Николаеве.  Главное за 01.08.22:  В ЕС с 1 августа вступает в силу запрет на импорт угля из российской федерации, который был предусмотрен в пятом пакете санкций, принятом 7 апреля 2022 года — Верховна Рада.   Из порта Одессы вышло первое с начала войны судно с продовольствием.  «Своей очереди отправления уже ждут 16 судов, и мы готовы внести надлежащий вклад в стабилизацию мирового рынка продовольствия.» — Владимир Зеленский  Байден подписал меморандум о выделении Украине военной помощи на 550 миллионов долларов. В пакет войдет 75 000 снарядов для 155-мм артиллерии и дополнительные боеприпасы для HIMARS — Белый Дом  По информации чиновников США, Украина не наносила удары по колонии в Оленевке реактивными системами американского производства. «Мы знаем, что Украина не атаковала это место с помощью HIMARS, потому что у этого места нет признаков повреждений от HIMARS» — Politico  Член Совета национальной безопасности Джон Кирби на пресс-конференции:   «Нет никаких причин для Пекина превращать потенциальный визит [Нэнси Пелоси в Тайвань], отвечающий давней политике США, в какой-то кризис или конфликт». В то же время он отметил, что «США не поддерживают независимость Тайваня»  3 больших десантных корабля проекта 775 ЧФ рф вернулись в порт Севастополя.  флот За сегодня министр обороны Алексей Резников подтвердил сразу два поступления западной техники на вооружение Украины: — РСЗО Mars II в количестве трёх ед. от Германии  — РСЗО HIMARS M142 в количестве 4 ед. от США   Напомним, что Mars II это практически копия M270 на гусеничном шасси. Юг Украины — вероятность запуска ракет с территории Крыма.  19:39 Отбой  Восточные области — воздушная тревога.  Пройдите в укрытия.  Cегодня в 09:15 из порта Одессы в море вышло первое судно с украинским продовольствием.   «Razoni» под флагом Сьерра-Леоне направится в порт Триполи с 26 тыс. тонн кукурузы на борту. В Черном море корабельная группировка ЧФ рф составляет 18 боевых кораблей и катеров, маневрирующих вдоль крымского побережья в направлении Новороссийска.  При этом пять кораблей и одна подлодка, снаряженные 44 ракетами типа ""Калибр"" находятся в готовности к нанесению ракетных ударов. Дополнительно на дежурстве еще пять десантных кораблей — ОК ""Юг""  Отчёт по Херсонскому направлению 01.08.22 — ОК ""Юг"" / Генштаб  Получено подтверждение попадания по эшелону с военной техникой, боеприпасами и живой силой в районе железнодорожной станции Брилевка. Потери врага уточняются. Наша авиация успешно атаковала опорные пункты врага в Александровке и Благодатном. Ракетно-артиллерийским огнем нанесён удар по станциям радиоэлектронной борьбы в районе Беляевки.  Потери врага: — Личного состава оккупантов 52 ед; — 4 танка; — 2 САУ ""Нона-С""; — 8 ед. бронированной техники; — 3 единицы бронированной и автомобильной техники; — 4 склада боеприпасов в Бериславском и Баштанском районах.  Враг также совершал обстрелы из ствольной, реактивной артиллерии и танков районы Миролюбовки, Нововознесенского, Высокополья, Николаева и еще более 25 населенных пунктов.  фронт Херсон  Ракетные удары по Николаеву, Харьковской и Днепропетровской областям ночью 01.08.22  Начиная с 01:30 Николаев был обстрелян ракетами со стороны Бехтер, Херсонской области. В городе начались пожары. О пострадавших информации сейчас нет.  Около 02:00 ночи обстреляны территории Марганецкой и Красногригоревской териториальных громад из РСЗО с Южного берега Днепра.  7 ракет было запущено из Белгородской области в сторону Чугуева, Харьковской области. Есть информация о сбитии одной из них силами ПВО.  ракетні_удари Харьков под обстрелом ОТРК ""Искандер"" / ЗРК С-300 из Белгородской области рф.   Пройдите в укрытия.  Взрывы в Николаеве.  Запуски производятся из оккупированной Херсонской области.  Косово отложило процедуру введения запрета на сербские документы до 1 сентября.   Balkan Insight  Сообщения о взрыве в Севастополе. Информация требует подтверждения.  Восточные области — воздушная тревога.  Пройдите в укрытия.  00:47 Отбой по областям.  Зафиксированные потери техники рф за 30.07.22  1х Т-72Б3 (2016) — захвачен; 6х неопознанных танков — уничтожены; 2х БМП-3 — 1 уничтожен, 1 захвачен; 2х Урал-4320, 2х уничтожены  Всего: 11 ед. техники.   Также нанесены удары по местам расположения личного состава и складам вооружения ВС рф за 30.07.22:  Мелитополь( район) — база; Бериславский район, Херсонская область — склад БК + база; Донецк, Киевский район — база; Васильевский район, Запорожская область — склад БК; Токмак (район), Запорожская обасть — база.  Всего: 2 склада БК, 4 базы.   Oryx / zsuwar  втрати_рф"
